id;numbViddilenya;address;timeWork;denTuznyaKoluPruhodutKlient;chasKoluPruhodutKlient;kgVanatznist;dniTuznyaRobotu;kilkistPratsivnukiv
295;1;address - 1;8;5;9;20;5;2
296;1;address - 1;8;5;10;16;5;2
297;1;address - 1;8;1;10;30;5;2
298;1;address - 1;8;4;18;19;5;2
299;1;address - 1;8;4;17;4;5;2
300;1;address - 1;8;1;17;13;5;2
301;1;address - 1;8;5;10;7;5;2
302;1;address - 1;8;1;18;28;5;2
303;1;address - 1;8;1;11;18;5;2
304;1;address - 1;8;1;15;11;5;2
305;1;address - 1;8;1;17;11;5;2
306;1;address - 1;8;4;17;28;5;2
307;1;address - 1;8;5;10;7;5;2
308;1;address - 1;8;5;18;17;5;2
309;1;address - 1;8;5;17;7;5;2
310;1;address - 1;8;1;17;19;5;2
311;1;address - 1;8;4;10;17;5;2
312;1;address - 1;8;1;17;22;5;2
313;1;address - 1;8;4;17;6;5;2
314;1;address - 1;8;1;15;14;5;2
315;1;address - 1;8;1;17;21;5;2
316;1;address - 1;8;5;17;4;5;2
317;1;address - 1;8;1;17;2;5;2
318;1;address - 1;8;5;10;14;5;2
319;1;address - 1;8;5;17;9;5;2
320;1;address - 1;8;4;17;13;5;2
321;1;address - 1;8;5;10;7;5;2
322;1;address - 1;8;5;18;1;5;2
323;1;address - 1;8;4;17;11;5;2
324;1;address - 1;8;5;9;26;5;2
325;1;address - 1;8;1;15;15;5;2
326;1;address - 1;8;4;17;4;5;2
327;1;address - 1;8;5;9;16;5;2
328;1;address - 1;8;5;9;5;5;2
329;1;address - 1;8;1;17;7;5;2
330;1;address - 1;8;1;9;9;5;2
331;1;address - 1;8;1;17;27;5;2
332;1;address - 1;8;5;17;17;5;2
333;1;address - 1;8;1;17;8;5;2
334;1;address - 1;8;1;17;13;5;2
335;1;address - 1;8;5;18;2;5;2
336;1;address - 1;8;5;17;22;5;2
337;1;address - 1;8;5;15;28;5;2
338;1;address - 1;8;5;15;2;5;2
339;1;address - 1;8;1;9;3;5;2
340;1;address - 1;8;5;17;27;5;2
341;1;address - 1;8;1;11;3;5;2
342;1;address - 1;8;1;18;4;5;2
343;1;address - 1;8;1;17;18;5;2
344;1;address - 1;8;5;17;25;5;2
345;1;address - 1;8;5;15;3;5;2
346;1;address - 1;8;5;9;2;5;2
347;1;address - 1;8;1;9;20;5;2
348;1;address - 1;8;4;10;21;5;2
349;1;address - 1;8;5;11;23;5;2
350;1;address - 1;8;1;9;27;5;2
351;1;address - 1;8;4;9;28;5;2
352;1;address - 1;8;1;17;7;5;2
353;1;address - 1;8;1;9;14;5;2
354;1;address - 1;8;5;17;3;5;2
355;1;address - 1;8;1;17;12;5;2
356;1;address - 1;8;4;11;20;5;2
357;1;address - 1;8;1;9;1;5;2
358;1;address - 1;8;1;10;17;5;2
359;1;address - 1;8;1;17;23;5;2
360;1;address - 1;8;1;17;21;5;2
361;1;address - 1;8;1;17;25;5;2
362;1;address - 1;8;1;15;25;5;2
363;1;address - 1;8;5;10;2;5;2
364;1;address - 1;8;5;11;16;5;2
365;1;address - 1;8;5;9;19;5;2
366;1;address - 1;8;4;15;25;5;2
367;1;address - 1;8;1;10;26;5;2
368;1;address - 1;8;1;10;29;5;2
369;1;address - 1;8;5;9;26;5;2
370;1;address - 1;8;1;15;2;5;2
371;1;address - 1;8;1;10;10;5;2
372;1;address - 1;8;1;15;4;5;2
373;1;address - 1;8;5;11;10;5;2
374;1;address - 1;8;5;17;15;5;2
375;1;address - 1;8;1;17;1;5;2
376;1;address - 1;8;4;17;23;5;2
377;1;address - 1;8;1;17;11;5;2
378;1;address - 1;8;5;10;17;5;2
379;1;address - 1;8;4;17;1;5;2
380;1;address - 1;8;1;9;4;5;2
381;1;address - 1;8;4;9;26;5;2
382;1;address - 1;8;1;17;7;5;2
383;1;address - 1;8;1;11;28;5;2
384;1;address - 1;8;1;17;27;5;2
385;1;address - 1;8;1;11;3;5;2
386;1;address - 1;8;1;18;1;5;2
387;1;address - 1;8;1;11;25;5;2
388;1;address - 1;8;1;18;9;5;2
389;1;address - 1;8;5;17;29;5;2
390;1;address - 1;8;5;9;26;5;2
391;1;address - 1;8;1;11;11;5;2
392;1;address - 1;8;5;15;2;5;2
393;1;address - 1;8;5;10;24;5;2
394;1;address - 1;8;4;17;7;5;2
395;1;address - 1;8;1;17;17;5;2
396;1;address - 1;8;4;9;13;5;2
397;1;address - 1;8;4;17;12;5;2
398;1;address - 1;8;1;9;4;5;2
399;1;address - 1;8;5;15;2;5;2
400;1;address - 1;8;4;10;2;5;2
401;1;address - 1;8;5;11;6;5;2
402;1;address - 1;8;4;17;29;5;2
403;1;address - 1;8;4;10;29;5;2
404;1;address - 1;8;5;11;6;5;2
405;1;address - 1;8;5;17;28;5;2
406;1;address - 1;8;1;17;22;5;2
407;1;address - 1;8;1;10;24;5;2
408;1;address - 1;8;5;17;18;5;2
409;1;address - 1;8;5;9;1;5;2
410;1;address - 1;8;1;17;27;5;2
411;1;address - 1;8;1;17;22;5;2
412;1;address - 1;8;5;9;13;5;2
413;1;address - 1;8;5;17;9;5;2
414;1;address - 1;8;1;15;14;5;2
415;1;address - 1;8;4;9;9;5;2
416;1;address - 1;8;4;17;13;5;2
417;1;address - 1;8;5;9;3;5;2
418;1;address - 1;8;4;11;26;5;2
419;1;address - 1;8;5;17;20;5;2
420;1;address - 1;8;5;17;25;5;2
421;1;address - 1;8;4;10;8;5;2
422;1;address - 1;8;1;17;2;5;2
423;1;address - 1;8;1;9;10;5;2
424;1;address - 1;8;4;17;10;5;2
425;1;address - 1;8;4;17;4;5;2
426;1;address - 1;8;5;17;16;5;2
427;1;address - 1;8;4;17;14;5;2
428;1;address - 1;8;4;9;5;5;2
429;1;address - 1;8;1;9;17;5;2
430;1;address - 1;8;1;17;8;5;2
431;1;address - 1;8;4;17;19;5;2
432;1;address - 1;8;1;18;1;5;2
433;1;address - 1;8;5;17;26;5;2
434;1;address - 1;8;5;11;21;5;2
435;1;address - 1;8;4;17;29;5;2
436;1;address - 1;8;1;17;6;5;2
437;1;address - 1;8;5;9;28;5;2
438;1;address - 1;8;1;9;25;5;2
439;1;address - 1;8;1;17;29;5;2
440;1;address - 1;8;4;17;9;5;2
441;1;address - 1;8;1;9;2;5;2
442;1;address - 1;8;5;11;4;5;2
443;1;address - 1;8;4;15;25;5;2
444;1;address - 1;8;5;9;19;5;2
445;1;address - 1;8;5;15;4;5;2
446;1;address - 1;8;4;17;16;5;2
447;1;address - 1;8;5;18;2;5;2
448;1;address - 1;8;1;15;26;5;2
449;1;address - 1;8;4;17;15;5;2
450;1;address - 1;8;1;9;16;5;2
451;1;address - 1;8;5;10;25;5;2
452;1;address - 1;8;4;18;7;5;2
453;1;address - 1;8;4;10;28;5;2
454;1;address - 1;8;1;17;3;5;2
455;1;address - 1;8;1;17;21;5;2
456;1;address - 1;8;1;9;14;5;2
457;1;address - 1;8;1;17;26;5;2
458;1;address - 1;8;5;17;21;5;2
459;1;address - 1;8;4;9;23;5;2
460;1;address - 1;8;4;9;24;5;2
461;1;address - 1;8;5;9;2;5;2
462;1;address - 1;8;4;10;9;5;2
463;1;address - 1;8;5;17;18;5;2
464;1;address - 1;8;1;17;27;5;2
465;1;address - 1;8;5;11;28;5;2
466;1;address - 1;8;4;17;10;5;2
467;1;address - 1;8;5;9;10;5;2
468;1;address - 1;8;1;10;1;5;2
469;1;address - 1;8;5;9;9;5;2
470;1;address - 1;8;1;10;25;5;2
471;1;address - 1;8;5;18;16;5;2
472;1;address - 1;8;1;9;26;5;2
473;1;address - 1;8;1;15;15;5;2
474;1;address - 1;8;4;17;7;5;2
475;1;address - 1;8;5;17;9;5;2
476;1;address - 1;8;5;11;21;5;2
477;1;address - 1;8;5;17;11;5;2
478;1;address - 1;8;1;9;15;5;2
479;1;address - 1;8;1;18;6;5;2
480;1;address - 1;8;1;9;5;5;2
481;1;address - 1;8;5;17;7;5;2
482;1;address - 1;8;1;9;3;5;2
483;1;address - 1;8;5;17;12;5;2
484;1;address - 1;8;1;9;16;5;2
485;1;address - 1;8;5;9;30;5;2
486;1;address - 1;8;5;18;1;5;2
487;1;address - 1;8;5;17;13;5;2
488;1;address - 1;8;1;10;15;5;2
489;1;address - 1;8;4;9;29;5;2
490;1;address - 1;8;5;17;22;5;2
491;1;address - 1;8;5;11;12;5;2
492;1;address - 1;8;4;10;9;5;2
493;1;address - 1;8;1;17;29;5;2
494;1;address - 1;8;5;9;6;5;2
495;1;address - 1;8;4;9;28;5;2
496;1;address - 1;8;4;9;19;5;2
497;1;address - 1;8;1;9;11;5;2
498;1;address - 1;8;4;9;26;5;2
499;1;address - 1;8;1;17;2;5;2
500;1;address - 1;8;5;9;22;5;2
501;1;address - 1;8;5;18;1;5;2
502;1;address - 1;8;5;17;21;5;2
503;1;address - 1;8;4;9;13;5;2
504;1;address - 1;8;5;10;10;5;2
505;1;address - 1;8;1;9;8;5;2
506;1;address - 1;8;5;15;6;5;2
507;1;address - 1;8;5;9;4;5;2
508;1;address - 1;8;1;18;19;5;2
509;1;address - 1;8;4;9;28;5;2
510;1;address - 1;8;5;10;10;5;2
511;1;address - 1;8;1;9;22;5;2
512;1;address - 1;8;4;17;10;5;2
513;1;address - 1;8;1;18;11;5;2
514;1;address - 1;8;5;9;17;5;2
515;1;address - 1;8;1;9;10;5;2
516;1;address - 1;8;1;9;20;5;2
517;1;address - 1;8;5;10;13;5;2
518;1;address - 1;8;1;17;25;5;2
519;1;address - 1;8;1;15;16;5;2
520;1;address - 1;8;1;15;12;5;2
521;1;address - 1;8;5;11;13;5;2
522;1;address - 1;8;5;10;19;5;2
523;1;address - 1;8;4;9;13;5;2
524;1;address - 1;8;1;17;20;5;2
525;1;address - 1;8;1;15;7;5;2
526;1;address - 1;8;5;17;29;5;2
527;1;address - 1;8;1;9;19;5;2
528;1;address - 1;8;5;17;7;5;2
529;1;address - 1;8;5;17;6;5;2
530;1;address - 1;8;5;15;7;5;2
531;1;address - 1;8;4;10;6;5;2
532;1;address - 1;8;1;17;10;5;2
533;1;address - 1;8;1;17;4;5;2
534;1;address - 1;8;1;17;13;5;2
535;1;address - 1;8;1;9;22;5;2
536;1;address - 1;8;5;17;20;5;2
537;1;address - 1;8;1;9;13;5;2
538;1;address - 1;8;4;17;2;5;2
539;1;address - 1;8;4;9;10;5;2
540;1;address - 1;8;4;17;13;5;2
541;1;address - 1;8;5;9;27;5;2
542;1;address - 1;8;5;15;1;5;2
543;1;address - 1;8;1;18;18;5;2
544;1;address - 1;8;4;9;11;5;2
545;1;address - 1;8;1;15;26;5;2
546;1;address - 1;8;5;11;26;5;2
547;1;address - 1;8;5;15;19;5;2
548;1;address - 1;8;4;17;21;5;2
549;1;address - 1;8;1;10;7;5;2
550;1;address - 1;8;4;15;16;5;2
551;1;address - 1;8;5;11;30;5;2
552;1;address - 1;8;4;18;5;5;2
553;1;address - 1;8;1;9;8;5;2
554;1;address - 1;8;1;15;13;5;2
555;1;address - 1;8;4;18;25;5;2
556;1;address - 1;8;1;9;28;5;2
557;1;address - 1;8;4;17;26;5;2
558;1;address - 1;8;4;17;18;5;2
559;1;address - 1;8;5;17;21;5;2
560;1;address - 1;8;5;9;22;5;2
561;1;address - 1;8;5;17;12;5;2
562;1;address - 1;8;5;17;15;5;2
563;1;address - 1;8;1;10;20;5;2
564;1;address - 1;8;4;17;24;5;2
565;1;address - 1;8;1;10;19;5;2
566;1;address - 1;8;1;10;2;5;2
567;1;address - 1;8;4;17;12;5;2
568;1;address - 1;8;5;18;26;5;2
569;1;address - 1;8;5;17;29;5;2
570;1;address - 1;8;5;17;24;5;2
571;1;address - 1;8;1;17;28;5;2
572;1;address - 1;8;5;18;4;5;2
573;1;address - 1;8;5;17;7;5;2
574;1;address - 1;8;4;10;19;5;2
575;1;address - 1;8;1;10;26;5;2
576;1;address - 1;8;4;17;9;5;2
577;1;address - 1;8;5;15;22;5;2
578;1;address - 1;8;1;17;2;5;2
579;1;address - 1;8;5;9;10;5;2
580;1;address - 1;8;4;17;19;5;2
581;1;address - 1;8;1;17;12;5;2
582;1;address - 1;8;1;9;2;5;2
583;1;address - 1;8;5;11;26;5;2
584;1;address - 1;8;1;9;24;5;2
585;1;address - 1;8;1;10;15;5;2
586;1;address - 1;8;5;18;3;5;2
587;1;address - 1;8;1;18;18;5;2
588;1;address - 1;8;1;17;1;5;2
589;1;address - 1;8;1;9;27;5;2
590;1;address - 1;8;5;9;4;5;2
591;1;address - 1;8;4;15;4;5;2
592;1;address - 1;8;4;17;3;5;2
593;1;address - 1;8;4;17;29;5;2
594;1;address - 1;8;5;18;19;5;2
595;1;address - 1;8;5;9;17;5;2
596;1;address - 1;8;4;9;4;5;2
597;1;address - 1;8;5;15;15;5;2
598;1;address - 1;8;1;11;17;5;2
599;1;address - 1;8;5;11;13;5;2
600;1;address - 1;8;1;11;28;5;2
601;1;address - 1;8;5;17;26;5;2
602;1;address - 1;8;1;17;12;5;2
603;1;address - 1;8;4;11;27;5;2
604;1;address - 1;8;4;9;20;5;2
605;1;address - 1;8;5;9;28;5;2
606;1;address - 1;8;5;9;3;5;2
607;1;address - 1;8;1;17;15;5;2
608;1;address - 1;8;1;17;3;5;2
609;1;address - 1;8;5;18;30;5;2
610;1;address - 1;8;5;9;4;5;2
611;1;address - 1;8;1;9;11;5;2
612;1;address - 1;8;1;9;12;5;2
613;1;address - 1;8;1;9;28;5;2
614;1;address - 1;8;1;17;15;5;2
615;1;address - 1;8;1;9;3;5;2
616;1;address - 1;8;5;17;9;5;2
617;1;address - 1;8;5;10;3;5;2
618;1;address - 1;8;1;9;19;5;2
619;1;address - 1;8;5;9;23;5;2
620;1;address - 1;8;5;18;1;5;2
621;1;address - 1;8;4;11;9;5;2
622;1;address - 1;8;5;10;16;5;2
623;1;address - 1;8;5;17;29;5;2
624;1;address - 1;8;1;17;10;5;2
625;1;address - 1;8;1;9;27;5;2
626;1;address - 1;8;4;18;19;5;2
627;1;address - 1;8;5;10;24;5;2
628;1;address - 1;8;1;11;11;5;2
629;1;address - 1;8;1;15;22;5;2
630;1;address - 1;8;5;10;28;5;2
631;1;address - 1;8;5;10;26;5;2
632;1;address - 1;8;5;9;27;5;2
633;1;address - 1;8;4;15;5;5;2
634;1;address - 1;8;1;9;26;5;2
635;1;address - 1;8;1;9;7;5;2
636;1;address - 1;8;1;17;4;5;2
637;1;address - 1;8;4;17;30;5;2
638;1;address - 1;8;5;17;13;5;2
639;1;address - 1;8;5;9;15;5;2
640;1;address - 1;8;1;18;23;5;2
641;1;address - 1;8;5;17;19;5;2
642;1;address - 1;8;4;17;3;5;2
643;1;address - 1;8;5;15;24;5;2
644;1;address - 1;8;5;18;2;5;2
645;1;address - 1;8;1;17;26;5;2
646;1;address - 1;8;5;11;24;5;2
647;1;address - 1;8;4;11;21;5;2
648;1;address - 1;8;5;17;21;5;2
649;1;address - 1;8;5;9;2;5;2
650;1;address - 1;8;5;9;2;5;2
651;1;address - 1;8;1;10;9;5;2
652;1;address - 1;8;1;11;27;5;2
653;1;address - 1;8;1;9;2;5;2
654;1;address - 1;8;1;17;24;5;2
655;1;address - 1;8;5;9;5;5;2
656;1;address - 1;8;1;17;13;5;2
657;1;address - 1;8;4;9;6;5;2
658;1;address - 1;8;5;17;15;5;2
